lusearch-defaultJikesRVM-data-100k-4096.entropy,1.21225798
art-ref-art-both-1m-4096.entropy,1.21443212
avrora-smallJikesRVM-inst-1m-64.entropy,1.4088223
sunflow-smallHotSpot-both-1m-4096.entropy,1.57623863
vpr-ref-vpr1-data-100k-64.entropy,1.74495375
h2-smallJikesRVM-data-1m-4096.entropy,1.90899086
crafty-ref-crafty-data-100k-4096.entropy,2.7171464
bzip2-ref-bzip22-both-100k-4096.entropy,3.82612586
perlbmk-ref-perlbmk6-inst-100k-4096.entropy,4.52780676
perlbmk-ref-perlbmk5-data-1m-4096.entropy,623.77111816
